Date,Tank_ID,Time,Date.Time,Observer.Initials,Temperature_C,pH_mv,Salinity_psu,Calcium_ppm,TA_dKH,Orion_Temp,light2,light3,light4,tris.date,Probe.Set,notes
20230509,header_tank,,,,26.22,-44.33,34.03,,,,,,,20221019,Probe1,
20230509,blue_tank1,,,,26.24,-44.9,33.88,,,,,,,20221019,Probe1,
20230509,blue_tank2,,,,26.24,-44.9,33.88,,,,,,,20221019,Probe1,
20230509,blue_tank3,,,,26.26,-45.3,33.86,,,,,,,20221019,Probe1,
20230509,blue_tank4,,,,26.26,-45.3,33.86,,,,,,,20221019,Probe1,
20230509,quarantine_tank,,,,23.46,-62.1,38.51,,,,,,,20221019,Probe1,
20230515,header_tank,,,,26.12,-45.2,34.12,,,,,,,20230515,Probe1,
20230515,blue_tank1,,,,26.2,-45.2,34.02,,,,,,,20230515,Probe1,
20230516,header_tank,,,,26.23,-48.9,35.05,,,,,,,20230515,Probe1,
20230516,blue_tank1,,,,26.27,-48.6,34.95,,,,,,,20230515,Probe1,
20230519,header_tank,,,,26.14,-50.4,35.53,,,,,,,20230515,Probe1,
20230519,blue_tank1,,,,26.21,-50.4,34.33,,,,,,,20230515,Probe1,
20230519,quarantine_tank,,,,23.63,-62.8,37.36,,,,,,,20230515,Probe1,
20230522,header_tank,,,,26.19,-48.5,34.23,,,,,,,20230515,Probe1,
20230522,blue_tank1,,,,26.22,-48.5,34.36,,,,,,,20230515,Probe1,
20230523,header_tank,,,,26.17,-48.2,35.02,,,,,,,20230515,Probe1,
20230523,blue_tank1,,,,26.17,-48.3,34.13,,,,,,,20230515,Probe1,
20230525,header_tank,,,,26.19,-48.5,34.25,,,,,,,20230515,Probe1,
20230525,blue_tank1,,,,26.2,-49,34.35,,,,,,,20230515,Probe1,
20230529,header_tank,,,,26.09,-54.2,34.22,,,,,,,20230515,Probe1,
20230529,blue_tank1,,,,26.11,-54.5,34.12,,,,,,,20230515,Probe1,
20230530,header_tank,,,,26.26,-48.8,34.26,,,,,,,20230515,Probe1,
20230530,blue_tank1,,,,26.29,-49,34.54,,,,,,,20230515,Probe1,
20230530,blue_tank2,,,,26.29,-49,34.54,,,,,,,20230515,Probe1,
20230530,blue_tank3,,,,26.3,-49,34.3,,,,,,,20230515,Probe1,
20230530,blue_tank4,,,,26.3,-49,34.3,,,,,,,20230515,Probe1,
20230530,quarantine_tank,,,,26.58,-60.8,37.85,,,,,,,20230515,Probe1,
20230531,header_tank,,,,26.38,-47.9,34.71,,,,,,,20230515,Probe1,
20230531,blue_tank1,,,,26.41,-48,34.39,,,,,,,20230515,Probe1,
20230531,blue_tank2,,,,26.41,-48,34.39,,,,,,,20230515,Probe1,
20230531,blue_tank3,,,,26.43,-48,34.26,,,,,,,20230515,Probe1,
20230531,blue_tank4,,,,26.43,-48,34.26,,,,,,,20230515,Probe1,
20230531,quarantine_tank,,,,23.95,-60.6,37.99,,,,,,,20230515,Probe1,
20230601,header_tank,,,,26.28,-48.1,34.36,,,,,,,20230515,Probe1,
20230601,blue_tank1,,,,26.37,-48.3,34.45,,,,,,,20230515,Probe1,
20230601,blue_tank2,,,,26.37,-48.3,34.45,,,,,,,20230515,Probe1,
20230601,blue_tank3,,,,26.37,-48.4,34.39,,,,,,,20230515,Probe1,
20230601,blue_tank4,,,,26.37,-48.4,34.39,,,,,,,20230515,Probe1,
20230601,quarantine_tank,,,,23.54,-60.7,37.92,,,,,,,20230515,Probe1,
20230602,header_tank,,,,26.25,-49.9,34.5,,,,,,,20230515,Probe1,
20230602,blue_tank1,,,,26.29,-49.9,34.25,,,,,,,20230515,Probe1,
20230602,blue_tank2,,,,26.29,-49.9,34.25,,,,,,,20230515,Probe1,
20230602,blue_tank3,,,,26.3,-49.9,34.28,,,,,,,20230515,Probe1,
20230602,blue_tank4,,,,26.3,-49.9,34.28,,,,,,,20230515,Probe1,
20230602,quarantine_tank,,,,23.47,-60.7,37.97,,,,,,,20230515,Probe1,
20230605,header_tank,,,,26.24,-57.9,34.44,,,,,,,20230515,Probe1,
20230605,blue_tank1,,,,26.27,-57.8,34.18,,,,,,,20230515,Probe1,
20230605,blue_tank2,,,,26.27,-57.8,34.18,,,,,,,20230515,Probe1,
20230605,blue_tank3,,,,26.28,-57.8,34.28,,,,,,,20230515,Probe1,
20230605,blue_tank4,,,,26.28,-57.8,34.28,,,,,,,20230515,Probe1,
20230605,quarantine_tank,,,,23.92,-63.1,38.2,,,,,,,20230515,Probe1,
20230606,header_tank,,,,26.5,-51.8,34.18,,,,,,,20230515,Probe1,
20230606,blue_tank1,,,,26.52,-51.4,34.17,,,,,,,20230515,Probe1,
20230606,blue_tank2,,,,26.52,-51.4,34.17,,,,,,,20230515,Probe1,
20230606,blue_tank3,,,,26.54,-51.6,34.09,,,,,,,20230515,Probe1,
20230606,blue_tank4,,,,26.54,-51.6,34.09,,,,,,,20230515,Probe1,
20230606,quarantine_tank,,,,23.7,-62.1,38.2,,,,,,,20230515,Probe1,
20230607,header_tank,,,,24.95,-45.7,34.32,,,,,,,20230515,Probe1,
20230607,blue_tank1,,,,24.97,-46,34.39,,,,,,,20230515,Probe1,
20230607,blue_tank2,,,,24.97,-46,34.39,,,,,,,20230515,Probe1,
20230607,blue_tank3,,,,24.92,-46,34.24,,,,,,,20230515,Probe1,
20230607,blue_tank4,,,,24.92,-46,34.24,,,,,,,20230515,Probe1,
20230607,quarantine_tank,,,,23.62,-62,38.34,,,,,,,20230515,Probe1,
20230608,header_tank,,,,26.78,-44.3,34.79,,,,,,,20230515,Probe1,
20230608,blue_tank1,,,,26.83,-44.4,34.29,,,,,,,20230515,Probe1,
20230608,blue_tank2,,,,26.83,-44.4,34.29,,,,,,,20230515,Probe1,
20230608,blue_tank3,,,,26.83,-44.6,34.34,,,,,,,20230515,Probe1,
20230608,blue_tank4,,,,26.83,-44.6,34.34,,,,,,,20230515,Probe1,
20230608,quarantine_tank,,,,23.45,-61.5,38.18,,,,,,,20230515,Probe1,
20230609,header_tank,,,,26.36,,34.48,,,,,,,20230515,Probe1,
20230609,blue_tank1,,,,26.42,,34.23,,,,,,,20230515,Probe1,
20230609,blue_tank2,,,,26.42,,34.23,,,,,,,20230515,Probe1,
20230609,blue_tank3,,,,26.41,,34.3,,,,,,,20230515,Probe1,
20230609,blue_tank4,,,,26.41,,34.3,,,,,,,20230515,Probe1,
20230609,quarantine_tank,,,,23.85,,38.36,,,,,,,20230515,Probe1,
20230612,header_tank,,,,26.25,,34.72,,,,,,,20230515,Probe1,
20230612,blue_tank1,,,,26.28,,34.15,,,,,,,20230515,Probe1,
20230612,blue_tank2,,,,26.28,,34.15,,,,,,,20230515,Probe1,
20230612,blue_tank3,,,,26.29,,34.23,,,,,,,20230515,Probe1,
20230612,blue_tank4,,,,26.29,,34.23,,,,,,,20230515,Probe1,
20230612,quarantine_tank,,,,23.81,,38.52,,,,,,,20230515,Probe1,
20230613,header_tank,,,,26.22,,34.68,,,,,,,20230515,Probe1,
20230613,blue_tank1,,,,26.28,,33.88,,,,,,,20230515,Probe1,
20230613,blue_tank2,,,,26.28,,33.88,,,,,,,20230515,Probe1,
20230613,blue_tank3,,,,26.28,,34.03,,,,,,,20230515,Probe1,
20230613,blue_tank4,,,,26.28,,34.03,,,,,,,20230515,Probe1,
20230613,quarantine_tank,,,,23.8,,38.65,,,,,,,20230515,Probe1,
20230614,header_tank,,,,26.24,,34.54,,,,,,,20230515,Probe1,
20230614,blue_tank1,,,,26.33,,34.23,,,,,,,20230515,Probe1,
20230614,blue_tank2,,,,26.33,,34.23,,,,,,,20230515,Probe1,
20230614,blue_tank3,,,,26.32,,34.45,,,,,,,20230515,Probe1,
20230614,blue_tank4,,,,26.32,,34.45,,,,,,,20230515,Probe1,
20230614,quarantine_tank,,,,23.96,,38.64,,,,,,,20230515,Probe1,
20230615,header_tank,,,,26.17,,33.9,,,,,,,20230515,Probe1,
20230615,blue_tank1,,,,26.37,,33.92,,,,,,,20230515,Probe1,
20230615,blue_tank2,,,,26.37,,33.92,,,,,,,20230515,Probe1,
20230615,blue_tank3,,,,26.34,,33.84,,,,,,,20230515,Probe1,
20230615,blue_tank4,,,,26.34,,33.84,,,,,,,20230515,Probe1,
20230615,quarantine_tank,,,,23.88,,38.67,,,,,,,20230515,Probe1,
20230616,header_tank,,,,26.27,,34.6,,,,,,,20230515,Probe1,
20230616,blue_tank1,,,,26.36,,34.4,,,,,,,20230515,Probe1,
20230616,blue_tank2,,,,26.36,,34.4,,,,,,,20230515,Probe1,
20230616,blue_tank3,,,,26.37,,34.32,,,,,,,20230515,Probe1,
20230616,blue_tank4,,,,26.37,,34.32,,,,,,,20230515,Probe1,
20230616,quarantine_tank,,,,23.97,,38.81,,,,,,,20230515,Probe1,
20230619,header_tank,,,,26.15,,34.86,,,,,,,20230515,Probe1,
20230619,blue_tank1,,,,26.19,,34.91,,,,,,,20230515,Probe1,
20230619,blue_tank2,,,,26.19,,34.91,,,,,,,20230515,Probe1,
20230619,blue_tank3,,,,26.2,,34.84,,,,,,,20230515,Probe1,
20230619,blue_tank4,,,,26.2,,34.84,,,,,,,20230515,Probe1,
20230619,quarantine_tank,,,,23.73,,38.91,,,,,,,20230515,Probe1,
20230620,header_tank,,,,26.43,,35.05,,,,,,,20230515,Probe1,
20230620,blue_tank1,,,,26.44,,35.05,,,,,,,20230515,Probe1,
20230620,blue_tank2,,,,26.44,,35.05,,,,,,,20230515,Probe1,
20230620,blue_tank3,,,,26.46,,34.9,,,,,,,20230515,Probe1,
20230620,blue_tank4,,,,26.46,,34.9,,,,,,,20230515,Probe1,
20230620,quarantine_tank,,,,23.54,,38.97,,,,,,,20230515,Probe1,
20230621,header_tank,,,,26.24,,35.14,,,,,,,20230515,Probe1,
20230621,blue_tank1,,,,26.3,,35.08,,,,,,,20230515,Probe1,
20230621,blue_tank2,,,,26.3,,35.08,,,,,,,20230515,Probe1,
20230621,blue_tank3,,,,26.3,,35.08,,,,,,,20230515,Probe1,
20230621,blue_tank4,,,,26.3,,35.08,,,,,,,20230515,Probe1,
20230621,quarantine_tank,,,,23.67,,39.1,,,,,,,20230515,Probe1,
20230622,header_tank,,,,26.45,,35.55,,,,,,,20230515,Probe1,
20230622,blue_tank1,,,,26.49,,35.39,,,,,,,20230515,Probe1,
20230622,blue_tank2,,,,26.49,,35.39,,,,,,,20230515,Probe1,
20230622,blue_tank3,,,,26.47,,35.34,,,,,,,20230515,Probe1,
20230622,blue_tank4,,,,26.47,,35.34,,,,,,,20230515,Probe1,
20230622,quarantine_tank,,,,23.55,,39.01,,,,,,,20230515,Probe1,
20230626,header_tank,,,,26.2,,35.38,,,,,,,20230515,Probe1,
20230626,blue_tank1,,,,26.1,,35.39,,,,,,,20230515,Probe1,
20230626,blue_tank2,,,,26.1,,35.39,,,,,,,20230515,Probe1,
20230626,blue_tank3,,,,26.09,,35.38,,,,,,,20230515,Probe1,
20230626,blue_tank4,,,,26.09,,35.38,,,,,,,20230515,Probe1,
20230627,header_tank,,,,26.03,,36.8,,,,,,,20230515,Probe1,
20230627,blue_tank1,,,,26.1,,36.21,,,,,,,20230515,Probe1,
20230627,blue_tank2,,,,26.1,,36.21,,,,,,,20230515,Probe1,
20230627,blue_tank3,,,,26.1,,36.24,,,,,,,20230515,Probe1,
20230627,blue_tank4,,,,26.1,,36.24,,,,,,,20230515,Probe1,
20230628,header_tank,,,,26.01,,36.01,,,,,,,20230515,Probe1,
20230628,blue_tank1,,,,25.68,,35.83,,,,,,,20230515,Probe1,
20230628,blue_tank2,,,,25.68,,35.83,,,,,,,20230515,Probe1,
20230628,blue_tank3,,,,25.89,,35.87,,,,,,,20230515,Probe1,
20230628,blue_tank4,,,,25.89,,35.87,,,,,,,20230515,Probe1,
20230628,quarantine_tank,,,,24.21,,39,,,,,,,20230515,Probe1,
20230629,header_tank,,,,26.05,,36.16,,,,,,,20230515,Probe1,
20230629,blue_tank1,,,,26.18,,36.03,,,,,,,20230515,Probe1,
20230629,blue_tank2,,,,26.18,,36.03,,,,,,,20230515,Probe1,
20230629,blue_tank3,,,,26.18,,36.03,,,,,,,20230515,Probe1,
20230629,blue_tank4,,,,26.18,,36.03,,,,,,,20230515,Probe1,
20230629,quarantine_tank,,,,24.22,,38.71,,,,,,,20230515,Probe1,
20230630,header_tank,,,,26.22,,36.31,,,,,,,20230515,Probe1,
20230630,blue_tank1,,,,26.23,,36.22,,,,,,,20230515,Probe1,
20230630,blue_tank2,,,,26.23,,36.22,,,,,,,20230515,Probe1,
20230630,blue_tank3,,,,26.23,,36.21,,,,,,,20230515,Probe1,
20230630,blue_tank4,,,,26.23,,36.21,,,,,,,20230515,Probe1,
20230630,quarantine_tank,,,,24.53,,38.67,,,,,,,20230515,Probe1,
20230703,header_tank,,,,26.12,,34.23,,,,,,,20230515,Probe1,
20230703,blue_tank1,,,,26.1,,34.37,,,,,,,20230515,Probe1,
20230703,blue_tank2,,,,26.1,,34.37,,,,,,,20230515,Probe1,
20230703,blue_tank3,,,,26.17,,34.36,,,,,,,20230515,Probe1,
20230703,blue_tank4,,,,26.17,,34.36,,,,,,,20230515,Probe1,
20230704,header_tank,,,,26.06,,34.27,,,,,,,20230515,Probe1,
20230704,blue_tank1,,,,26.07,,34.51,,,,,,,20230515,Probe1,
20230704,blue_tank2,,,,26.07,,34.51,,,,,,,20230515,Probe1,
20230704,blue_tank3,,,,26.07,,34.39,,,,,,,20230515,Probe1,
20230704,blue_tank4,,,,26.07,,34.39,,,,,,,20230515,Probe1,
20230705,header_tank,,,,26.14,,34.22,,,,,,,20230515,Probe1,
20230705,blue_tank1,,,,26.22,,34.26,,,,,,,20230515,Probe1,
20230705,blue_tank2,,,,26.22,,34.26,,,,,,,20230515,Probe1,
20230705,blue_tank3,,,,26.2,,34.23,,,,,,,20230515,Probe1,
20230705,blue_tank4,,,,26.2,,34.23,,,,,,,20230515,Probe1,
20230705,quarantine_tank,,,,24.31,,36.42,,,,,,,20230515,Probe1,
20230706,header_tank,,,,26.01,,34.45,,,,,,,20230515,Probe1,
20230706,blue_tank1,,,,26.1,,34.42,,,,,,,20230515,Probe1,
20230706,blue_tank2,,,,26.1,,34.42,,,,,,,20230515,Probe1,
20230706,blue_tank3,,,,26.11,,34.45,,,,,,,20230515,Probe1,
20230706,blue_tank4,,,,26.11,,34.45,,,,,,,20230515,Probe1,
20230706,quarantine_tank,,,,24.61,,36.2,,,,,,,20230515,Probe1,
20230707,header_tank,,,,26.32,,34.7,,,,,,,20230515,Probe1,
20230707,blue_tank1,,,,26.38,,34.72,,,,,,,20230515,Probe1,
20230707,blue_tank2,,,,26.38,,34.72,,,,,,,20230515,Probe1,
20230707,blue_tank3,,,,26.38,,34.72,,,,,,,20230515,Probe1,
20230707,blue_tank4,,,,26.38,,34.72,,,,,,,20230515,Probe1,
20230707,quarantine_tank,,,,24.72,,36.36,,,,,,,20230515,Probe1,
20230710,header_tank,,,,26.35,,36.31,,,,,,,20230515,Probe1,
20230710,blue_tank1,,,,26.36,,35.36,,,,,,,20230515,Probe1,
20230710,blue_tank2,,,,26.36,,35.36,,,,,,,20230515,Probe1,
20230710,blue_tank3,,,,26.38,,35.31,,,,,,,20230515,Probe1,
20230710,blue_tank4,,,,26.38,,35.31,,,,,,,20230515,Probe1,
20230710,quarantine_tank,,,,24.58,,36.36,,,,,,,20230515,Probe1,
20230711,header_tank,,,,26.14,,35.65,,,,,,,20230515,Probe1,
20230711,blue_tank1,,,,26.17,,35.6,,,,,,,20230515,Probe1,
20230711,blue_tank2,,,,26.17,,35.6,,,,,,,20230515,Probe1,
20230711,blue_tank3,,,,26.18,,35.58,,,,,,,20230515,Probe1,
20230711,blue_tank4,,,,26.18,,35.58,,,,,,,20230515,Probe1,
20230711,quarantine_tank,,,,24.43,,36.51,,,,,,,20230515,Probe1,
20230712,header_tank,,,,26.09,,35.82,,,,,,,20230515,Probe1,
20230712,blue_tank1,,,,26.09,,35.83,,,,,,,20230515,Probe1,
20230712,blue_tank2,,,,26.08,,35.83,,,,,,,20230515,Probe1,
20230712,blue_tank3,,,,26.09,,35.81,,,,,,,20230515,Probe1,
20230712,blue_tank4,,,,26.09,,35.81,,,,,,,20230515,Probe1,
20230712,quarantine_tank,,,,24.6,,36.01,,,,,,,20230515,Probe1,
20230713,header_tank,,,,26.08,,35.99,,,,,,,20230515,Probe1,
20230713,blue_tank1,,,,26.11,,35.96,,,,,,,20230515,Probe1,
20230713,blue_tank2,,,,26.11,,35.96,,,,,,,20230515,Probe1,
20230713,blue_tank3,,,,26.12,,35.93,,,,,,,20230515,Probe1,
20230713,blue_tank4,,,,26.12,,35.93,,,,,,,20230515,Probe1,
20230713,quarantine_tank,,,,24.59,,36.02,,,,,,,20230515,Probe1,
20230714,header_tank,,,,26.37,,36.11,,,,,,,20230515,Probe1,
20230714,blue_tank1,,,,26.21,,36.29,,,,,,,20230515,Probe1,
20230714,blue_tank2,,,,26.21,,35.87,,,,,,,20230515,Probe1,
20230714,blue_tank3,,,,26.22,,36.74,,,,,,,20230515,Probe1,
20230714,blue_tank4,,,,26.22,,36.74,,,,,,,20230515,Probe1,
20230714,quarantine_tank,,,,24.65,,36.74,,,,,,,20230515,Probe1,
20230717,header_tank,,,,26.22,,37.57,,,,,,,20230515,Probe1,
20230717,blue_tank1,,,,26.27,,36.66,,,,,,,20230515,Probe1,
20230717,blue_tank2,,,,26.27,,36.68,,,,,,,20230515,Probe1,
20230717,blue_tank3,,,,26.27,,36.68,,,,,,,20230515,Probe1,
20230717,blue_tank4,,,,26.27,,36.89,,,,,,,20230515,Probe1,
20230717,quarantine_tank,,,,24.14,,36.99,,,,,,,20230515,Probe1,
20230718,header_tank,,,,25.98,,36.45,,,,,,,20230515,Probe1,
20230718,blue_tank1,,,,26.07,,36.25,,,,,,,20230515,Probe1,
20230718,blue_tank2,,,,26.07,,36.25,,,,,,,20230515,Probe1,
20230718,blue_tank3,,,,26.07,,36.25,,,,,,,20230515,Probe1,
20230718,blue_tank4,,,,26.07,,36.25,,,,,,,20230515,Probe1,
20230718,quarantine_tank,,,,24.16,,36.95,,,,,,,20230515,Probe1,
20230719,header_tank,,,,26.21,,35.21,,,,,,,20230515,Probe1,
20230719,blue_tank1,,,,26.08,,35.32,,,,,,,20230515,Probe1,
20230719,blue_tank2,,,,26.08,,35.32,,,,,,,20230515,Probe1,
20230719,blue_tank3,,,,26.09,,35.3,,,,,,,20230515,Probe1,
20230719,blue_tank4,,,,26.09,,35.3,,,,,,,20230515,Probe1,
20230719,quarantine_tank,,,,24.17,,36.28,,,,,,,20230515,Probe1,
20230720,header_tank,,,,25.98,,35.11,,,,,,,20230515,Probe1,
20230720,blue_tank1,,,,25.96,,35.05,,,,,,,20230515,Probe1,
20230720,blue_tank2,,,,25.96,,35.05,,,,,,,20230515,Probe1,
20230720,blue_tank3,,,,26.04,,35.04,,,,,,,20230515,Probe1,
20230720,blue_tank4,,,,26.04,,35.04,,,,,,,20230515,Probe1,
20230720,quarantine_tank,,,,24.38,,36.83,,,,,,,20230515,Probe1,
20230721,header_tank,,,,26.13,,35.34,,,,,,,20230515,Probe1,
20230721,blue_tank1,,,,26.16,,35.27,,,,,,,20230515,Probe1,
20230721,blue_tank2,,,,26.16,,35.27,,,,,,,20230515,Probe1,
20230721,blue_tank3,,,,26.18,,35.27,,,,,,,20230515,Probe1,
20230721,blue_tank4,,,,26.18,,35.27,,,,,,,20230515,Probe1,
20230721,quarantine_tank,,,,24.45,,36.89,,,,,,,20230515,Probe1,
20230724,header_tank,,,,26.15,,36.13,,,,,,,20230515,Probe1,
20230724,blue_tank1,,,,26.13,,35.98,,,,,,,20230515,Probe1,
20230724,blue_tank2,,,,26.13,,35.98,,,,,,,20230515,Probe1,
20230724,blue_tank3,,,,26.1,,35.97,,,,,,,20230515,Probe1,
20230724,blue_tank4,,,,26.1,,35.97,,,,,,,20230515,Probe1,
20230724,quarantine_tank,,,,24.51,,36.81,,,,,,,20230515,Probe1,
20230726,header_tank,,,,,,36.72,,,,,,,20230515,Probe1,
20230726,blue_tank1,,,,,,36.51,,,,,,,20230515,Probe1,
20230726,blue_tank2,,,,,,36.51,,,,,,,20230515,Probe1,
20230726,blue_tank3,,,,,,36.5,,,,,,,20230515,Probe1,
20230726,blue_tank4,,,,,,36.5,,,,,,,20230515,Probe1,
20230726,quarantine_tank,,,,,,36.81,,,,,,,20230515,Probe1,
20230727,header_tank,,,,25.11,,36.72,,,,,,,20230515,Probe1,
20230727,blue_tank1,,,,25.83,,36.71,,,,,,,20230515,Probe1,
20230727,blue_tank2,,,,25.83,,36.71,,,,,,,20230515,Probe1,
20230727,blue_tank3,,,,25.83,,36.72,,,,,,,20230515,Probe1,
20230727,blue_tank4,,,,25.83,,36.72,,,,,,,20230515,Probe1,
20230727,quarantine_tank,,,,24.72,,37.17,,,,,,,20230515,Probe1,
20230728,header_tank,,,,25.87,,37,,,,,,,20230515,Probe1,
20230728,blue_tank1,,,,25.59,,36.16,,,,,,,20230515,Probe1,
20230728,blue_tank2,,,,25.59,,36.16,,,,,,,20230515,Probe1,
20230728,blue_tank3,,,,25.52,,35.9,,,,,,,20230515,Probe1,
20230728,blue_tank4,,,,25.52,,35.9,,,,,,,20230515,Probe1,
20230728,quarantine_tank,,,,24.56,,37.36,,,,,,,20230515,Probe1,
20230731,header_tank,,,,26.03,,36.24,,,,,,,20230515,Probe1,
20230731,blue_tank1,,,,26.06,,36.16,,,,,,,20230515,Probe1,
20230731,blue_tank2,,,,26.06,,36.16,,,,,,,20230515,Probe1,
20230731,blue_tank3,,,,26.05,,35.9,,,,,,,20230515,Probe1,
20230731,blue_tank4,,,,26.05,,35.9,,,,,,,20230515,Probe1,
20230731,quarantine_tank,,,,23.35,,37.36,,,,,,,20230515,Probe1,
20230801,header_tank,,,,26.38,,37.57,,,,,,,20230515,Probe1,
20230801,blue_tank1,,,,26.38,,37.6,,,,,,,20230515,Probe1,
20230801,blue_tank2,,,,26.38,,37.6,,,,,,,20230515,Probe1,
20230801,blue_tank3,,,,26.43,,37.61,,,,,,,20230515,Probe1,
20230801,blue_tank4,,,,26.43,,37.61,,,,,,,20230515,Probe1,
20230801,quarantine_tank,,,,,,,,,,,,,20230515,Probe1,
20230802,header_tank,,,,25.6,,35.91,,,,,,,20230515,Probe1,
20230802,blue_tank1,,,,25.8,,35.9,,,,,,,20230515,Probe1,
20230802,blue_tank2,,,,25.8,,35.9,,,,,,,20230515,Probe1,
20230802,blue_tank3,,,,25.76,,35.93,,,,,,,20230515,Probe1,
20230802,blue_tank4,,,,25.76,,35.93,,,,,,,20230515,Probe1,
20230802,quarantine_tank,,,,22.64,,35.59,,,,,,,20230515,Probe1,
20230803,header_tank,,,,24.86,,36.04,,,,,,,20230515,Probe1,
20230803,blue_tank1,,,,25.88,,36.03,,,,,,,20230515,Probe1,
20230803,blue_tank2,,,,25.88,,36.03,,,,,,,20230515,Probe1,
20230803,blue_tank3,,,,25.9,,36.07,,,,,,,20230515,Probe1,
20230803,blue_tank4,,,,25.9,,36.07,,,,,,,20230515,Probe1,
20230803,quarantine_tank,,,,22.34,,36.44,,,,,,,20230515,Probe1,
20230804,header_tank,,,,26.05,-48.9,36.52,,,,,,,20230515,Probe1,
20230804,blue_tank1,,,,26.12,-50,36.48,,,,,,,20230515,Probe1,
20230804,blue_tank2,,,,26.12,-50,36.48,,,,,,,20230515,Probe1,
20230804,blue_tank3,,,,26.11,-49.9,36.63,,,,,,,20230515,Probe1,
20230804,blue_tank4,,,,26.11,-49.9,36.63,,,,,,,20230515,Probe1,
20230804,quarantine_tank,,,,23.81,-59.4,36.65,,,,,,,20230515,Probe1,
20230806,header_tank,,,,25.98,-48.2,37.2,,,,,,,20230515,Probe1,
20230806,blue_tank1,,,,26.04,-48.1,37,,,,,,,20230515,Probe1,
20230806,blue_tank2,,,,26.04,-48.1,37,,,,,,,20230515,Probe1,
20230806,blue_tank3,,,,26.1,-48.1,37.14,,,,,,,20230515,Probe1,
20230806,blue_tank4,,,,26.1,-48.1,37.14,,,,,,,20230515,Probe1,
20230806,quarantine_tank,,,,23.97,-59.7,39.81,,,,,,,20230515,Probe1,
20230807,header_tank,,,,26.1,-47.7,37.35,,,,,,,20230515,Probe1,
20230807,blue_tank1,,,,26.09,-47.6,37.16,,,,,,,20230515,Probe1,
20230807,blue_tank2,,,,26.09,-47.6,37.16,,,,,,,20230515,Probe1,
20230807,blue_tank3,,,,26.07,-47.6,37.17,,,,,,,20230515,Probe1,
20230807,blue_tank4,,,,26.07,-47.6,37.17,,,,,,,20230515,Probe1,
20230807,quarantine_tank,,,,24.01,-60.2,39.04,,,,,,,20230515,Probe1,
20230809,header_tank,,,,25.63,-59.5,35.68,,,,,,,20230515,Probe1,
20230809,blue_tank1,,,,26.65,-59.7,35.7,,,,,,,20230515,Probe1,
20230809,blue_tank2,,,,26.65,-59.7,35.7,,,,,,,20230515,Probe1,
20230809,blue_tank3,,,,26.65,-59.8,35.71,,,,,,,20230515,Probe1,
20230809,blue_tank4,,,,26.65,-59.8,35.71,,,,,,,20230515,Probe1,
20230810,header_tank,,,,26.13,-56.4,36.27,,,,,,,20230515,Probe1,
20230810,blue_tank1,,,,26.14,-56.6,36.3,,,,,,,20230515,Probe1,
20230810,blue_tank2,,,,26.14,-56.6,36.3,,,,,,,20230515,Probe1,
20230810,blue_tank3,,,,26.15,-56.7,36.32,,,,,,,20230515,Probe1,
20230810,blue_tank4,,,,26.15,-56.7,36.32,,,,,,,20230515,Probe1,
20230811,header_tank,,,,26.14,-58.9,34.98,,,,,,,20230515,Probe1,
20230811,blue_tank1,,,,26.15,-58.6,35.21,,,,,,,20230515,Probe1,
20230811,blue_tank2,,,,26.15,-58.6,35.21,,,,,,,20230515,Probe1,
20230811,blue_tank3,,,,26.21,-58.8,35.22,,,,,,,20230515,Probe1,
20230811,blue_tank4,,,,26.21,-58.8,35.22,,,,,,,20230515,Probe1,
20230811,quarantine_tank,,,,24.16,-59.6,36.78,,,,,,,20230515,Probe1,
20230814,header_tank,,,,26.41,-53.5,36.65,,,,,,,20230515,Probe1,
20230814,blue_tank1,,,,26.43,-53.8,36.68,,,,,,,20230515,Probe1,
20230814,blue_tank2,,,,26.43,-53.8,36.68,,,,,,,20230515,Probe1,
20230814,blue_tank3,,,,26.46,-54,36.68,,,,,,,20230515,Probe1,
20230814,blue_tank4,,,,26.46,-54,36.68,,,,,,,20230515,Probe1,
20230815,header_tank,,,,26.35,-52.5,36.91,,,,,,,20230515,Probe1,
20230815,blue_tank1,,,,26.37,-52.9,36.93,,,,,,,20230515,Probe1,
20230815,blue_tank2,,,,26.37,-52.9,36.93,,,,,,,20230515,Probe1,
20230815,blue_tank3,,,,26.37,-53.1,36.93,,,,,,,20230515,Probe1,
20230815,blue_tank4,,,,26.37,-53.1,36.93,,,,,,,20230515,Probe1,
20230816,header_tank,,,,26.2,-62,36.15,,,,,,,20230515,Probe1,
20230816,blue_tank1,,,,26.24,-62.5,36.2,,,,,,,20230515,Probe1,
20230816,blue_tank2,,,,26.24,-62.5,36.2,,,,,,,20230515,Probe1,
20230816,blue_tank3,,,,26.24,-62.4,36.24,,,,,,,20230515,Probe1,
20230816,blue_tank4,,,,26.24,-62.4,36.24,,,,,,,20230515,Probe1,
20230816,quarantine_tank,,,,24.12,-60.6,39.5,,,,,,,20230515,Probe1,
20230817,header_tank,,,,26.35,-54.8,36.29,,,,,,,20230515,Probe1,
20230817,blue_tank1,,,,26.31,-55.1,36.16,,,,,,,20230515,Probe1,
20230817,blue_tank2,,,,26.31,-55.1,36.16,,,,,,,20230515,Probe1,
20230817,blue_tank3,,,,26.32,-55,36.14,,,,,,,20230515,Probe1,
